tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***71653,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0043,W/S,BERKELEY ST,N/O,SHUTER ST,ON
***88903,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0043,NR,102 MONARCH PARK AVE,,,ON
***11728,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0043,S/S,YORK MILLS RD,E/O,DON MILLS RD,ON
***86068,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0044,NR,8 WOODCROFT CRES,,,ON
***57342,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0044,NR,9 MACDONALD ST,,,ON
***86763,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0045,OPP,4 PRINGDALE GARDENS CRCL,,,ON
***07402,20240801,49,FAIL TO PARK/STOP PARALL. RGHT,40,0045,NR,26 SAMBA DR,,,ON
***61644,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0045,NR,5 HOUNSLOW HEATH RD,,,ON
***88904,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0046,NR,165 PARKMOUNT RD,,,ON
***63514,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0046,OPP,8 NURSEWOOD RD,,,ON
***46678,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,115 DOWLING AVE,,,ON
***57343,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,43 MACDONALD ST,,,ON
***61645,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0047,NR,39 HOUNSLOW HEATH RD,,,ON
***63515,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0047,OPP,8 NURSEWOOD RD,,,ON
***86764,20240801,2,PARK - LONGER THAN 3 HOURS,40,0048,OPP,89 PRINGDALE GARDENS CRCL,,,NS
***88905,20240801,15,PARK-WITHIN 3M OF FIRE HYDRANT,125,0048,NR,634 RHODES AVE,,,ON
***63516,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0048,OPP,8 NURSEWOOD RD,,,ON
***34106,20240801,3,PARK ON PRIVATE PROPERTY,75,0049,,3815 SHEPPARD AVE E,,,ON
***86069,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0049,NR,7 EVERSFIELD RD,,,ON
***71654,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0049,W/S,SEATON ST,N/O,DUNDAS ST E,ON
***61646,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0049,NR,87 HOUNSLOW HEATH RD,,,ON
***57344,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0050,NR,57 MACDONALD ST,,,ON
***86070,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0051,OPP,26 EVERSFIELD RD,,,ON
***90410,20240801,3,PARK ON PRIVATE PROPERTY,75,0051,AT,2021 EGLINTON AVE W,,,ON
***57345,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0052,NR,71 MACDONALD ST,,,ON
***65226,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0052,NR,60 NASSAU ST,,,ON
***57346,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0053,NR,87 MACDONALD ST,,,ON
***65227,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0053,NR,60 NASSAU ST,,,ON
***86071,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0054,OPP,288 EARLSCOURT AVE,,,ON
***46679,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0055,NR,7 GRAFTON AVE,,,ON
***57347,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0055,NR,91 MACDONALD ST,,,ON
***57348,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0055,NR,91 MACDONALD ST,,,ON
***61647,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0055,NR,61 RUTLAND ST,,,ON
***24355,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0056,OPP,38 ABELL ST,,,AZ
***86072,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0057,NR,257 EARLSCOURT AVE,,,ON
***34107,20240801,3,PARK ON PRIVATE PROPERTY,75,0058,,2250 KENNEDY RD,,,ON
***47130,20240801,48,FAIL TO PARK/STOP PARALL. CURB,40,0058,NR,33 MARBLE ARCH CRES,,,ON
***63517,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0058,NR,174 KINGSWOOD RD,,,ON
***71655,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0059,W/S,SEATON ST,N/O,GERRARD ST E,NS
***61648,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0059,NR,119 CONNOLLY ST,,,ON
***65228,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0059,NR,66 OXFORD ST,,,ON
***80083,20240801,3,PARK ON PRIVATE PROPERTY,75,0100,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***63518,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0100,NR,174 KINGSWOOD RD,,,ON
***65229,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0100,NR,68 OXFORD ST,,,ON
***70211,20240801,3,PARK ON PRIVATE PROPERTY,75,0101,,75 EAST LIBERTY ST,,,ON
***80082,20240801,3,PARK ON PRIVATE PROPERTY,75,0101,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***70212,20240801,3,PARK ON PRIVATE PROPERTY,75,0102,,75 EAST LIBERTY ST,,,ON
***80084,20240801,3,PARK ON PRIVATE PROPERTY,75,0103,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***61649,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0103,NR,295 OSLER ST,,,ON
***63519,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0103,OPP,139 KINGSWOOD RD,,,ON
***65230,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0103,NR,78 OXFORD ST,,,ON
***70213,20240801,3,PARK ON PRIVATE PROPERTY,75,0104,,75 EAST LIBERTY ST,,,ON
***95676,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0104,NR,61 ROXBOROUGH ST W,,,ON
***80085,20240801,3,PARK ON PRIVATE PROPERTY,75,0105,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***63209,20240801,347,PARK IN A FIRE ROUTE,250,0105,AT,298 QUEEN'S DR,,,ON
***88906,20240801,3,PARK ON PRIVATE PROPERTY,75,0105,NR,68 BROADVIEW AVE,,,ON
***65231,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0105,NR,125 OXFORD ST,,,ON
***70214,20240801,3,PARK ON PRIVATE PROPERTY,75,0106,,75 EAST LIBERTY ST,,,ON
***33165,20240801,3,PARK ON PRIVATE PROPERTY,75,0106,,35 BASTION STREET,,,ON
***86073,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0106,N/S,BRANDON AVE,W/O,LANSDOWNE AVE,ON
***46680,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0106,OPP,1 HERMAN AVE,,,ON
***88907,20240801,3,PARK ON PRIVATE PROPERTY,75,0106,NR,68 BROADVIEW AVE,,,ON
***86074,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0107,N/S,BRANDON AVE,W/O,LANSDOWNE AVE,ON
***71656,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0107,E/S,ROSE AVE,N/O,WINCHESTER ST,ON
***19494,20240801,49,FAIL TO PARK/STOP PARALL. RGHT,40,0107,NR,22 GLENADEN AVE E,,,ON
***61650,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0107,NR,201 OSLER ST,,,ON
***63520,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0107,NR,304 KINGSWOOD RD,,,ON
***80086,20240801,3,PARK ON PRIVATE PROPERTY,75,0108,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***86075,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0108,N/S,BRANDON AVE,W/O,LANSDOWNE AVE,ON
***63521,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0108,NR,304 KINGSWOOD RD,,,ON
***80087,20240801,3,PARK ON PRIVATE PROPERTY,75,0109,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***57349,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0109,OPP,1 PALACE PIER CRT,,,ON
***95677,20240801,15,PARK-WITHIN 3M OF FIRE HYDRANT,125,0109,OPP,149 ROXBOROUGH ST W,,,ON
***10352,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0110,,PAUL LANA GARDENS,,VANAULEY STREET,ON
***80088,20240801,3,PARK ON PRIVATE PROPERTY,75,0110,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***57350,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0110,OPP,1 PALACE PIER CRT,,,ON
***80089,20240801,3,PARK ON PRIVATE PROPERTY,75,0111,,45 WYNFORD HEIGHTS CRESCENT,,,ON
***86076,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0111,NR,827 ST CLARENS AVE,,,ON
***46681,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0111,NR,9 RITCHIE AVE,,,NB
***57351,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0111,OPP,1 PALACE PIER CRT,,,NS
***86077,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0112,NR,827 ST CLARENS AVE,,,ON
***61651,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0112,NR,80 MILLER ST,,,ON
***33838,20240801,3,PARK ON PRIVATE PROPERTY,75,0113,,11 RUDDINGTOND R,,,ON
***25284,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0113,N/S,LOLA RD,W/O,YONGE ST,ON
***25285,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0113,N/S,LOLA RD,W/O,YONGE ST,ON
***65232,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0113,NR,25 WALES AVE,,,ON
***86078,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0114,NR,827 ST CLARENS AVE,,,ON
***34108,20240801,3,PARK ON PRIVATE PROPERTY,75,0116,,165 CHEROKEE BLVD,,,ON
***61652,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0116,OPP,134 OSLER ST,,,ON
***86765,20240801,3,PARK ON PRIVATE PROPERTY,75,0117,AT,1265 MILITARY TRL,,,ON
***57352,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0117,NR,110 MARINE PARADE DR,,,ON
***57353,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0117,NR,110 MARINE PARADE DR,,,QC
***71657,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0117,E/S,ROSE AVE,S/O,WELLESLEY ST E,ON
***25286,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0117,R/O,18 LOLA RD,,,ON
***65233,20240801,15,PARK-WITHIN 3M OF FIRE HYDRANT,125,0117,NR,16 DENISON SQ,,,ON
***58417,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0118,R/O,18 LOLA RD,,,ON
***58418,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0118,R/O,18 LOLA RD,,,ON
***86766,20240801,3,PARK ON PRIVATE PROPERTY,75,0119,AT,1265 MILITARY TRL,,,ON
***95678,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0119,NR,212 ROXBOROUGH ST W,,,ON
***80093,20240801,3,PARK ON PRIVATE PROPERTY,75,0120,,35 WYNFORD HEIGHTS CRSCENT,,,ON
***68970,20240801,3,PARK ON PRIVATE PROPERTY,75,0120,AT,24 WELLESLEY ST W,,,ON
***24356,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0120,NR,34 LITTLE NORWAY CRES,,,ON
***80092,20240801,3,PARK ON PRIVATE PROPERTY,75,0121,,35 WYNFORD HEIGHTS CRESCENT,,,ON
***80091,20240801,3,PARK ON PRIVATE PROPERTY,75,0122,,35 WYNFORD HEIGHTS CRESCENT,,,ON
***57354,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0122,OPP,160 MARINE PARADE DR,,,ON
***65234,20240801,8,STAND VEH.-PROHIBIT TIME/DAY,120,0122,NR,1 LEONARD AVE,,,ON
***61653,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0123,N/S,KINGSLEY AVE,W/O,PERTH AVE,ON
***80094,20240801,3,PARK ON PRIVATE PROPERTY,75,0124,,35 WYNFORD HEIGHTS CRESCENT,,,PQ
***95679,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0126,NR,134 ROXBOROUGH ST W,,,ON
***65235,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0126,NR,9 LEONARD AVE,,,ON
***65236,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0127,NR,9 LEONARD AVE,,,ON
***19495,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0128,S/S,BERRY RD,W/O,CLOVERHILL RD,ON
***61654,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0128,W/S,PERTH AVE,S/O,DAVENPORT RD,ON
***46682,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0129,OPP,24 LYND AVE,,,ON
***58419,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0129,NR,484 ORIOLE PKWY,,,ON
***65237,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0129,NR,17 LEONARD AVE,,,ON
***65238,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0129,NR,17 LEONARD AVE,,,ON
***19496,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0130,S/S,BERRY RD,W/O,CLOVERHILL RD,ON
***58420,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0130,NR,480 ORIOLE PKWY,,,ON
***34304,20240801,3,PARK ON PRIVATE PROPERTY,75,0131,,380 DIXON RD,,,PQ
***68971,20240801,134,PARK-SIGNED HWY-PUBLIC LANE,50,0131,E/S,ST LUKE LANE,S/O,WELLESLEY ST W,ON
***95680,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0131,NR,134 MACPHERSON AVE,,,ON
***61655,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0131,NR,532 PERTH AVE,,,ON
***90411,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0132,NR,41 BRANDON AVE,,,QC
***70092,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0132,NR,53 LEONARD AVE,,,ON
***61656,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0133,NR,514 PERTH AVE,,,NF
***67420,20240801,3,PARK ON PRIVATE PROPERTY,75,0134,,4700 KEELE ST,,,ON
***90412,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0134,NR,113 BRANDON AVE,,,ON
***19497,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0134,E/S,CLOVERHILL RD,N/O,KINSDALE BLVD,ON
***61657,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0134,NR,498 PERTH AVE,,,ON
***34109,20240801,3,PARK ON PRIVATE PROPERTY,75,0135,,2960 DON MILLS RD W,,,ON
***88908,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0135,NR,99 SARAH ASHBRIDGE AVE,,,ON
***95681,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0135,NR,212 MACPHERSON AVE,,,ON
***63210,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0136,OPP,6 COMMODORE AVE,,,ON
***90413,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0137,NR,145 BRANDON AVE,,,ON
***19498,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0137,N/S,KINSDALE BLVD,E/O,CLOVERHILL RD,ON
***68972,20240801,15,PARK-WITHIN 3M OF FIRE HYDRANT,125,0138,OPP,21 BALMUTO ST,,,ON
***90414,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0138,NR,151 BRANDON AVE,,,ON
***88909,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0139,NR,71 JOSEPH DUGGAN RD,,,ON
***70093,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0139,NR,2 HICKORY ST,,,ON
***34110,20240801,3,PARK ON PRIVATE PROPERTY,75,0140,,2960 DON MILLS RD W,,,ON
***46683,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0140,NR,11 FERN AVE,,,ON
***19499,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0140,N/S,KINSDALE BLVD,E/O,CLOVERHILL RD,ON
***71658,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0141,OPP,33 CHARLES ST E,,,ON
***71659,20240801,9,STOP-SIGNED HWY-PROHIBIT TM/DY,120,0142,OPP,33 CHARLES ST E,,,ON
***90415,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0142,NR,858 ST CLEMENTS AVE,,,ON
***58421,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0142,W/S,GILGORM RD,N/O,EGLINTON AVE W,ON
***46684,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0143,NR,65 FERN AVE,,,ON
***90416,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0143,NR,858 ST CLEMENTS AVE,,,ON
***19500,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0143,N/S,KINSDALE BLVD,W/O,NEWHOLM RD,ON
***20450,20240801,3,PARK ON PRIVATE PROPERTY,75,0144,,5 RICHGROVE DRIVE,,,ON
***33076,20240801,3,PARK ON PRIVATE PROPERTY,75,0144,,828 KINGSTON ROAD,,,ON
***34111,20240801,3,PARK ON PRIVATE PROPERTY,75,0144,,2960 DON MILLS RD W,,,ON
***63211,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0144,S/S,CAMERON AVE,W/O,SILVERTHORN AVE,ON
***90417,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0144,NR,868 ST CLEMENTS AVE,,,ON
***19501,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0144,N/S,KINSDALE BLVD,W/O,NEWHOLM RD,ON
***90846,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0145,NR,98 RAINSFORD RD,,,QC
***80095,20240801,3,PARK ON PRIVATE PROPERTY,75,0146,,55 ELLERSLIE AVENUE,,,ON
***46685,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0146,NR,171 FERN AVE,,,ON
***95682,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0147,OPP,42 GIBSON AVE,,,ON
***19502,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0147,OPP,2 NEWHOLM RD,,,ON
***19503,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0148,OPP,2 NEWHOLM RD,,,ON
***58422,20240801,5,PARK-SIGNED HWY-PROHIBIT DY/TM,65,0148,OPP,640 ROSELAWN AVE,,,ON
***34112,20240801,3,PARK ON PRIVATE PROPERTY,75,0149,,2960 DON MILLS RD W,,,ON
***68973,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0149,OPP,44 IRWIN AVE,,,ON
***61658,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0149,NR,224 BRANDON AVE,,,ON
***76653,20240801,3,PARK ON PRIVATE PROPERTY,75,0150,,155 NEPTUNE DR,,,ON
***80096,20240801,3,PARK ON PRIVATE PROPERTY,75,0150,,55 ELLERSLIE AVENUE,,,ON
***90418,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0150,NR,97 LIGHTBOURN AVE,,,ON
***90847,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0150,OPP,72 DUVERNET AVE,,,ON
***19504,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0150,OPP,2 NEWHOLM RD,,,ON
***71660,20240801,3,PARK ON PRIVATE PROPERTY,75,0151,AT,33 CHARLES ST E,,,ON
***90848,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0151,OPP,72 DUVERNET AVE,,,ON
***90419,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0152,NR,89 LIGHTBOURN AVE,,,ON
***61659,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0152,NR,209 WALLACE AVE,,,AB
***90849,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0153,S/S,DUVERNET AVE,W/O,KINGSMOUNT PARK RD,ON
***19505,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0153,NR,5 NEWHOLM RD,,,ON
***34113,20240801,3,PARK ON PRIVATE PROPERTY,75,0154,,2960 DON MILLS RD W,,,ON
***63212,20240801,3,PARK ON PRIVATE PROPERTY,75,0154,AT,2470 EGLINTON AVE W,,,ON
***58423,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0154,NR,420 ROSELAWN AVE,,,ON
***76654,20240801,3,PARK ON PRIVATE PROPERTY,75,0155,,155 NEPTUNE DR,,,ON
***68974,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0155,OPP,5 ST JOSEPH ST,,,ON
***63213,20240801,3,PARK ON PRIVATE PROPERTY,75,0155,AT,2470 EGLINTON AVE W,,,ON
***63214,20240801,3,PARK ON PRIVATE PROPERTY,75,0156,AT,2470 EGLINTON AVE W,,,ON
***90420,20240801,29,PARK PROHIBITED TIME NO PERMIT,45,0156,NR,43 BRANDON AVE,,,QC
